time (µs),x,y,head direction (˚)
1650048211186040.75, 368.6480, 52.1781, 141.9682
1650048211359049.00, 370.2852, 52.8737, -99.0000
1650048211396381.50, 372.6771, 60.9041, 156.6320
1650048211442828.25, 371.9528, 62.6665, 162.6011
1650048211479535.50, 370.3491, 67.2231, 170.5546
1650048211514512.00, 368.2756, 73.0006, 174.8020
1650048211550786.75, 366.5915, 74.7288, 177.5442
1650048211585734.75, 363.5730, 77.0758, 183.0322
1650048211625146.25, 362.8211, 80.7525, 179.8574
1650048211664727.75, 362.5994, 81.6218, 180.4182
1650048211700148.00, 363.3408, 85.0143, 177.8401
1650048211741591.50, 363.9410, 88.7647, 175.1894
1650048211774135.50, 363.8539, 93.8964, 179.8674
1650048211815313.50, 363.2312, 96.4280, 175.8185
1650048211850809.00, 362.5000, 101.6372, 182.1933
1650048211891061.00, 361.9370, 103.5501, 188.3645
1650048211930503.75, 361.3058, 105.1031, 189.2187
1650048211966838.00, 358.3794, 108.1557, 199.1616
1650048212001906.00, 355.3520, 112.6362, 203.1160
1650048212038158.00, 353.4511, 114.1171, 205.1625
1650048212073661.00, 349.5377, 115.3217, 210.9944
1650048212114106.75, 346.6240, 116.7819, 210.2855
1650048212150916.00, 345.5467, 117.7689, 209.4981
1650048212190520.00, 343.9154, 120.3668, 207.1958
1650048212239337.00, 343.2598, 121.7521, 205.8044
1650048212275924.00, 342.2084, 123.3241, 205.3542
1650048212313944.25, 342.2912, 123.8797, 203.7161
1650048212352956.75, 342.5043, 124.6508, 203.1265
1650048212555281.00, 345.8089, 128.2832, -99.0000
1650048212591886.00, 365.4083, 142.1441, 178.0372
1650048212628456.00, 368.2816, 147.2321, 179.7320
1650048212664817.75, 369.9346, 152.0582, 180.6141
1650048212710713.75, 370.2446, 154.6853, 181.4651
1650048212753222.00, 369.7057, 159.3581, 185.6988
1650048212787923.25, 369.1204, 163.8400, 184.7017
1650048212825593.75, 367.0565, 167.9463, 191.4484
1650048212866766.50, 367.5336, 168.7363, 192.4772
1650048212904413.75, 366.2502, 173.9105, 191.0883
1650048212944317.25, 366.4312, 179.0324, 188.5222
1650048213046905.00, 367.3351, 184.1641, 185.7349
1650048213130119.00, 375.1489, 191.1086, 166.8659
1650048213269940.25, 382.8187, 192.7086, -99.0000
1650048213308841.25, 387.6487, 208.6153, 182.4708
1650048213347326.00, 386.7029, 211.2011, 188.3120
1650048213428745.25, 383.8967, 217.0346, -99.0000
1650048213465269.25, 378.9086, 226.6629, 189.6579
1650048213503057.50, 377.3864, 229.9654, 188.9670
1650048213605676.75, 377.1016, 234.1956, 185.6278
1650048213670886.25, 385.4503, 239.3733, 173.0086
1650048213753105.25, 395.5260, 236.9385, 163.4214
1650048213801803.00, 410.8259, 235.2059, 138.2977
1650048213990440.75, 417.7876, 232.1655, -99.0000
1650048214033629.00, 443.7018, 228.3505, 120.3635
1650048214080052.75, 452.1274, 229.7219, 117.9019
1650048214118412.75, 457.6947, 229.7076, 116.9333
1650048214151471.50, 463.6005, 230.2045, 114.2623
1650048214191346.25, 466.2540, 229.3712, 108.7155
1650048214236393.25, 471.6777, 227.4150, 105.6141
1650048214274551.75, 478.8136, 226.4158, 107.8758
1650048214314853.25, 483.2843, 225.3767, 110.6360
1650048214416797.75, 490.0910, 224.9900, -99.0000
1650048214460494.50, 501.9799, 223.7191, 101.2273
1650048214506394.00, 505.1996, 225.0430, 103.8333
1650048214537107.50, 508.4267, 225.0461, 101.7792
1650048214581793.50, 511.0326, 225.1583, 101.9742
1650048214681530.00, 517.3101, 227.6080, -99.0000
1650048214725431.25, 521.0596, 230.8746, 110.4344
1650048214769008.75, 523.4697, 231.0902, 111.3404
1650048214898856.00, 525.0293, 229.6763, -99.0000
1650048214936216.25, 525.1582, 213.6253, 76.1869
1650048214983523.75, 522.2252, 205.3473, 63.6100
1650048215128161.50, 518.5090, 196.3666, -99.0000
1650048215169691.00, 516.6544, 175.3563, 52.4643
1650048215208178.75, 517.9441, 170.8371, 53.3704
1650048215309761.25, 519.2197, 167.1498, -99.0000
1650048215349370.25, 523.8552, 158.2586, 48.3412
1650048215391226.50, 526.7415, 152.3814, 45.3348
1650048215434218.00, 527.5199, 149.0803, 47.5657
1650048215469819.25, 529.7943, 145.5460, 50.2717
1650048215553373.75, 530.1274, 140.7091, -99.0000
1650048215731784.00, 527.7349, 132.0809, -99.0000
1650048215775672.00, 516.0641, 106.0559, 15.5370
1650048215817968.75, 514.0120, 99.5918, 11.6532
1650048215854284.75, 513.9192, 93.5222, 16.1576
1650048215889815.50, 514.9814, 88.0152, 20.4141
1650048215982802.50, 514.8208, 82.5709, -99.0000
1650048216022004.00, 514.2580, 75.0612, 24.4933
1650048216054351.00, 514.3776, 74.0994, 24.5477
1650048216090479.50, 515.2541, 72.0105, 21.6254
1650048216123912.00, 515.9287, 70.0382, 23.6110
1650048216220707.00, 516.0964, 69.5689, -99.0000
1650048216259723.00, 517.2997, 69.3689, 28.4909
1650048216300944.00, 518.3915, 66.6076, 27.8358
1650048216337219.75, 519.3673, 62.3566, 29.0460
1650048216374618.00, 520.3382, 58.8181, 31.2673
1650048216412581.00, 520.6797, 56.9146, 32.9980
1650048216511784.25, 520.6100, 51.5035, -99.0000
1650048216593900.25, 521.0841, 43.5153, -99.0000
1650048216704856.00, 526.6768, 41.7139, -99.0000
1650048216761627.50, 536.4618, 44.0558, -99.0000
1650048216811996.25, 538.1482, 46.1220, -99.0000
1650048216867378.50, 538.2711, 46.6131, -99.0000
1650048216932052.50, 538.6478, 49.1562, -99.0000
1650048216999010.25, 538.8686, 50.2880, -99.0000
1650048217072835.50, 538.6960, 52.9914, -99.0000
1650048217151241.25, 538.8491, 65.1005, -99.0000
1650048217203709.25, 540.9878, 78.0022, 144.1239
1650048217257019.75, 543.1518, 93.1836, 160.5985
1650048217304683.50, 542.7368, 104.6647, 172.5749
1650048217339867.00, 540.5443, 116.0142, 179.9212
1650048217374450.00, 538.1824, 125.9618, 183.8917
1650048217412543.50, 537.5467, 130.3146, 183.8758
1650048217452678.00, 535.1105, 135.8808, 187.1153
1650048217491632.00, 534.2608, 142.2595, 185.1245
1650048217529461.25, 533.4671, 151.0328, 183.2040
1650048217569081.00, 534.0074, 153.6416, 181.4906
1650048217612050.25, 535.7011, 157.0573, 175.2488
1650048217652973.75, 537.4575, 162.6505, 179.7067
1650048217687132.50, 536.3358, 165.4738, 187.6862
1650048217730983.75, 537.1205, 167.9083, 184.6989
1650048217770389.50, 536.3030, 172.9663, 191.1021
1650048217815256.00, 535.3081, 177.8006, 196.2435
1650048217861491.75, 534.2093, 185.2387, 196.5253
1650048217909447.00, 533.6960, 192.5015, 196.9609
1650048217941527.00, 533.7442, 200.0011, 193.4985
1650048217977635.00, 533.3492, 203.3408, 192.7824
1650048218017079.00, 533.3923, 204.4082, 192.0772
1650048218055987.75, 533.6655, 209.8551, 190.5312
1650048218091348.00, 531.8752, 216.0113, 197.2289
1650048218124046.00, 530.1668, 221.8776, 201.2353
1650048218156864.50, 529.9288, 223.3525, 200.8252
1650048218194997.50, 530.2892, 225.4957, 198.0062
1650048218233003.50, 530.9883, 226.4329, 195.3650
1650048218274947.00, 531.5188, 233.5297, 192.7996
1650048218313148.50, 533.7848, 240.2195, 179.1341
1650048218352099.00, 536.6208, 245.1720, 173.4549
1650048218390064.75, 537.4330, 246.6221, 175.7182
1650048218432939.00, 538.6020, 248.2348, 176.2740
1650048218477790.75, 540.2003, 252.6933, 174.2143
1650048218522653.50, 539.0217, 258.2957, 179.5894
1650048218553665.50, 539.3196, 263.4089, 183.4123
1650048218593799.00, 538.1664, 265.3831, 182.9088
1650048218635302.75, 538.1099, 266.3925, 184.3694
1650048218792355.50, 538.2902, 269.9398, -99.0000
1650048218828560.50, 533.6302, 288.7224, 193.2295
1650048218871515.25, 529.7223, 295.3115, 199.7477
1650048218914044.25, 528.0467, 303.6746, 200.5823
1650048218981681.25, 524.4267, 307.7627, -99.0000
1650048219028953.00, 521.4617, 315.7901, 212.0152
1650048219085654.50, 517.6733, 322.8825, 214.7354
1650048219123289.25, 516.8456, 327.3931, 214.7879
1650048219164258.75, 515.1936, 331.5707, 214.1686
1650048219211295.75, 512.0122, 336.7876, 219.3131
1650048219247227.25, 507.5713, 342.4910, 217.4272
1650048219285107.75, 502.7567, 347.6788, 230.5037
1650048219321999.75, 499.5820, 349.8596, 234.4220
1650048219363310.25, 492.3912, 354.1001, 236.9357
1650048219443812.75, 485.8295, 356.1936, -99.0000
1650048219480844.50, 474.8265, 358.8563, 242.2698
1650048219520842.25, 469.2529, 358.6094, 249.8284
1650048219571616.50, 464.1276, 358.8428, 247.8947
1650048219609945.75, 458.0885, 360.4058, 253.0521
1650048219663233.75, 452.8962, 360.4247, 260.3462
1650048219706402.50, 448.5544, 359.9375, 261.1074
1650048219746625.25, 448.3390, 361.1860, 257.4633
1650048219789596.00, 445.3322, 363.1924, 256.7487
1650048219821471.00, 442.0797, 365.6790, 255.5248
1650048219858891.50, 440.9116, 368.1669, 247.5048
1650048219896419.00, 440.4769, 369.0918, 243.2017
1650048219927889.00, 440.0968, 371.5489, 240.3594
1650048220055330.50, 439.2121, 373.4028, -99.0000
1650048220093459.75, 435.6507, 389.1818, 237.0733
1650048220130992.25, 435.5824, 396.1299, 234.1808
1650048220181475.75, 435.1791, 400.7366, 231.8538
1650048220220136.50, 430.8280, 411.9079, 232.2697
1650048220258204.00, 428.3495, 415.6332, 232.9068
1650048220303371.00, 424.6125, 420.4812, 232.3981
1650048220340225.50, 419.8396, 426.0871, 229.1772
1650048220411521.75, 413.2456, 432.2590, -99.0000
1650048220498617.75, 403.9569, 439.0692, -99.0000
1650048220537348.75, 395.5270, 442.2626, 238.9862
1650048220622937.25, 390.2495, 446.4606, -99.0000
1650048220658219.50, 382.9685, 447.8155, 244.6868
1650048220738998.25, 380.4558, 447.0980, -99.0000
1650048220775593.75, 372.5633, 448.4686, 255.0872
1650048220814428.50, 367.9842, 449.7465, 255.4983
1650048220878685.25, 366.3810, 448.0807, -99.0000
1650048220915055.25, 360.5443, 445.4339, 274.5058
1650048220953219.50, 357.9756, 444.5346, 277.1029
1650048220990461.75, 357.8346, 444.1254, 276.4938
1650048221025242.50, 355.6679, 444.2337, 273.5714
1650048221057652.50, 354.0488, 446.0831, 268.3405
1650048221093416.00, 353.3497, 446.4191, 264.6518
1650048221125371.50, 352.6537, 446.9571, 264.3348
1650048221156723.25, 351.9467, 447.5686, 265.3903
1650048221190096.50, 350.4298, 448.4739, 266.0728
1650048221258726.25, 348.8076, 448.5619, -99.0000
1650048221294998.50, 350.5464, 449.2874, 260.6243
1650048221336254.00, 351.0080, 451.9902, 254.8690
1650048221377573.75, 350.0649, 456.1148, 246.2394
1650048221497998.50, 350.2121, 459.4311, -99.0000
1650048221590476.25, 349.1004, 460.6374, -99.0000
1650048221678891.25, 348.8021, 461.3089, -99.0000
1650048221721633.50, 349.5549, 461.9655, 254.0921
1650048221914168.50, 348.0747, 462.0639, -99.0000
1650048221970969.25, 321.6276, 463.9865, 261.5340
1650048222097180.75, 318.3365, 462.6026, 257.5132
1650048222132292.25, 307.0676, 459.9794, 268.9725
1650048222182968.25, 303.1301, 461.7802, 271.8952
1650048222304614.50, 298.9667, 462.5652, -99.0000
1650048222354573.75, 288.4978, 460.4342, 275.2754
1650048222401671.00, 281.9017, 460.9865, 275.8777
1650048222442172.25, 276.1686, 461.3849, 271.4608
1650048222486568.75, 273.2410, 461.7450, 274.0052
1650048222531746.00, 269.0917, 460.4995, 276.9043
1650048222573844.25, 261.0315, 461.9332, 279.3164
1650048222610053.25, 260.0329, 461.4693, 281.4401
1650048222646102.50, 256.8899, 462.6747, 280.5020
1650048222685730.25, 256.1891, 462.2354, 283.2058
1650048222734337.50, 254.9441, 462.5797, 283.1813
1650048222771513.25, 249.6563, 459.4590, 293.8839
1650048222834651.75, 247.3348, 458.3614, -99.0000
1650048222876636.25, 244.8090, 452.0835, 304.1039
1650048222908484.50, 242.3578, 446.7168, 306.8469
1650048222951198.25, 240.5317, 444.2734, 307.3405
1650048222989263.50, 240.1505, 443.5142, 307.2193
1650048223034795.25, 237.3767, 443.1148, 309.1661
1650048223083338.25, 233.1039, 444.7298, 298.7121
1650048223125979.25, 227.0478, 449.1003, 289.4742
1650048223165543.50, 221.0974, 452.0040, 286.2718
1650048223210332.75, 217.0615, 456.6982, 275.9477
1650048223241180.00, 213.5755, 460.9331, 268.6473
1650048223277124.25, 212.4774, 462.1806, 267.7493
1650048223315767.25, 210.1172, 465.2909, 264.9908
1650048223355883.50, 208.4210, 464.7105, 264.2181
1650048223404012.75, 206.0658, 463.9647, 273.3661
1650048223450567.25, 201.7810, 462.7574, 275.9155
1650048223508582.00, 197.0910, 461.7741, 280.5301
1650048223547341.25, 192.8993, 462.3056, 282.9996
1650048223596548.00, 186.5273, 462.6178, 284.5478
1650048223636798.25, 176.6856, 461.7715, 286.5483
1650048223679271.75, 171.7964, 461.4320, 283.8514
1650048223776277.25, 165.9835, 460.1849, -99.0000
1650048223859566.75, 151.9502, 454.7518, -99.0000
1650048223909071.50, 142.8623, 453.3915, 292.3470
1650048224003579.25, 135.6412, 451.9355, -99.0000
1650048224050664.00, 125.1523, 454.8267, 275.9610
1650048224151663.25, 122.6840, 456.4072, -99.0000
1650048224253734.50, 115.9966, 458.3949, -99.0000
1650048224344765.75, 109.4318, 454.9086, -99.0000
1650048224389634.75, 105.9200, 454.2188, 285.5023
1650048224429651.75, 104.6211, 454.9001, 286.1376
1650048224465335.25, 104.6597, 454.4827, 285.1432
1650048224509432.25, 104.3818, 454.7128, 286.5746
1650048224556155.50, 104.3508, 454.6138, 287.1684
1650048224588035.25, 104.9375, 455.4751, 286.2930
1650048224618813.50, 104.9021, 455.5300, 286.4763
1650048224653465.25, 104.8697, 455.3422, 286.1362
1650048224685012.00, 105.0220, 454.3800, 285.9040
1650048224718903.25, 105.1048, 454.3961, 286.2380
1650048224750622.50, 105.1991, 454.4454, 286.4717
1650048224783350.25, 105.1979, 454.3565, 286.2076
1650048224814175.25, 105.0068, 455.2563, 286.4769
1650048224846810.25, 105.0441, 455.3530, 286.4796
1650048224878259.75, 104.8200, 455.6823, 287.5152
1650048224910153.25, 105.0633, 455.0248, 287.9686
1650048224943385.75, 104.9412, 454.9534, 287.8123
1650048224974764.75, 104.8974, 455.3986, 289.9742
1650048225006381.75, 104.2860, 453.2732, 291.5727
1650048225047643.75, 105.0887, 453.2294, 289.9026
1650048225079811.25, 104.5263, 453.9610, 290.6486
1650048225112229.25, 103.7798, 454.0995, 292.6711
1650048225143565.00, 105.2002, 453.9566, 295.4451
1650048225182224.75, 104.5471, 453.4381, 292.9042
1650048225213119.75, 104.9842, 452.1200, 291.6639
1650048225245052.00, 104.9588, 452.4781, 296.1241
1650048225277051.25, 105.1792, 453.2591, 300.7699
1650048225365080.75, 105.5090, 453.2020, -99.0000
1650048225438442.25, 106.2767, 447.9853, -99.0000
1650048225511207.75, 106.7608, 440.8299, -99.0000
1650048225591187.25, 113.3042, 424.9643, -99.0000
1650048225629479.00, 123.5556, 410.7938, 5.6240
1650048225671312.00, 126.9991, 401.4592, 5.6207
1650048225711989.75, 128.7936, 393.9476, 5.8678
1650048225752200.75, 131.4149, 386.5209, 6.7130
1650048225793181.50, 132.4341, 378.9416, 5.6027
1650048225831120.25, 132.4849, 376.8731, 6.2320
1650048225867126.00, 131.3720, 372.7975, 8.0087
1650048225907394.75, 129.1282, 367.0515, 10.4837
1650048225946852.25, 127.0989, 363.2668, 8.0442
1650048225987054.75, 125.7668, 360.4920, 6.9915
1650048226042742.50, 123.0857, 354.0329, 5.3045
1650048226085272.75, 120.0284, 346.0936, 1.4826
1650048226125454.25, 119.2595, 343.7852, 1.0778
1650048226162948.75, 118.3144, 336.4363, 1.4990
1650048226198501.00, 116.6482, 327.5663, 359.2393
1650048226236530.75, 116.1458, 322.6801, 6.6283
1650048226277369.00, 115.3461, 320.4060, 9.1605
1650048226317925.75, 114.4053, 315.4013, 10.0502
1650048226360825.25, 112.5602, 307.7350, 12.0912
1650048226400668.75, 110.5872, 302.4686, 13.3746
1650048226445184.50, 110.1101, 298.4666, 12.1383
1650048226487229.75, 109.7534, 292.9169, 15.3291
1650048226532518.00, 107.7834, 284.3706, 15.5747
1650048226583611.25, 107.0524, 274.6120, 19.7679
1650048226622302.00, 109.3308, 268.2451, 21.3044
1650048226659573.25, 112.1605, 260.5292, 22.0654
1650048226697374.50, 114.2530, 250.2108, 22.9581
1650048226754775.25, 116.2705, 245.4284, 23.0388
1650048226793235.25, 119.7642, 232.5527, 22.7200
1650048226837250.25, 120.9583, 231.1253, 25.0372
1650048226874555.50, 122.7201, 224.4414, 23.6602
1650048226904893.00, 124.1942, 218.7232, 27.9809
1650048226946227.25, 125.2985, 215.4712, 33.8139
1650048226979139.50, 125.7013, 211.6279, 33.4563
1650048227015244.25, 127.0657, 204.8735, 27.8092
1650048227052718.00, 127.8039, 200.3182, 28.8981
1650048227089004.00, 128.9537, 191.6033, 23.9203
1650048227124287.75, 128.4922, 185.3152, 19.9020
1650048227201805.75, 128.6481, 182.1163, -99.0000
1650048227241494.25, 127.4878, 170.6473, 17.1961
1650048227280855.50, 126.1680, 160.7245, 8.0821
1650048227323918.50, 126.1094, 157.9153, 6.2859
1650048227360792.75, 124.4041, 155.7885, 5.2715
1650048227394736.75, 121.7034, 157.7583, 0.8453
1650048227499915.50, 120.1249, 158.3577, -99.0000
1650048227564440.75, 121.9569, 154.9444, -99.0000
1650048227648177.25, 132.2497, 150.1997, -99.0000
1650048227681761.75, 144.5234, 153.7105, 47.2646
1650048227716582.75, 147.8518, 153.8407, 49.2892
1650048227750199.50, 154.7803, 153.8896, 69.3520
1650048227830659.00, 161.1356, 156.5939, -99.0000
1650048227874963.00, 166.3347, 161.6386, 88.6015
1650048227919544.00, 171.7739, 163.7120, 91.4893
1650048228033627.00, 175.7793, 163.3666, 91.1235
1650048228074574.50, 189.4989, 161.7609, 87.1891
1650048228109464.25, 192.3618, 162.4225, 94.6712
1650048228143887.00, 195.9012, 162.8889, 89.6776
1650048228207084.00, 196.7006, 163.5537, -99.0000
1650048228287709.50, 200.8901, 166.2628, -99.0000
1650048228367688.50, 199.8728, 175.6092, -99.0000
1650048228446158.25, 196.6484, 185.1588, -99.0000
1650048228529582.25, 188.6278, 198.3215, -99.0000
1650048228602412.50, 183.9108, 202.7809, -99.0000
1650048228647476.50, 178.7722, 202.7768, 150.5684
1650048228703163.00, 179.0008, 201.2143, 149.1148
1650048228745585.50, 181.2130, 202.1855, 151.4442
1650048228782282.50, 185.0054, 204.2888, 152.8104
1650048228819472.75, 185.8788, 205.3216, 151.5070
1650048228858973.00, 186.5428, 205.3438, 145.9396
1650048228973214.50, 187.8457, 205.9956, 144.3796
1650048229031350.50, 189.8045, 205.9999, 137.3987
1650048229070513.75, 192.0987, 207.0318, 137.3850
1650048229110319.50, 195.0376, 207.5160, 137.0499
1650048229146137.75, 195.0067, 207.3990, 140.5857
1650048229182472.00, 195.4731, 207.0700, 140.6785
1650048229212325.75, 195.4085, 205.8955, 138.9255
1650048229249004.00, 194.9843, 204.9148, 136.8928
1650048229285518.00, 194.2074, 201.0938, 125.5355
1650048229327162.25, 194.6818, 196.2166, 115.8445
1650048229373721.00, 194.9554, 191.9728, 109.9384
1650048229418241.00, 192.7742, 177.3956, 85.1917
1650048229486289.00, 190.9703, 167.1527, 69.6874
1650048229535944.75, 185.1086, 154.8152, 56.2953
1650048229575934.50, 180.3051, 148.3647, 49.9372
1650048229613532.00, 178.9892, 145.1471, 48.0726
1650048229649951.25, 180.0405, 140.0136, 48.9100
1650048229705542.50, 184.1056, 133.7665, 51.3025
1650048229768769.00, 191.7335, 128.9120, -99.0000
1650048229805585.00, 196.6004, 126.0367, 63.4154
1650048229869858.50, 202.5389, 124.0453, -99.0000
1650048229947351.00, 211.1939, 121.3402, -99.0000
1650048230044675.25, 220.3822, 121.5564, -99.0000
1650048230121055.00, 234.1717, 122.0769, -99.0000
1650048230157555.75, 240.9189, 121.3952, 93.5513
1650048230195128.50, 247.7795, 122.1677, 95.3563
1650048230231851.25, 253.6039, 122.2822, 96.4021
1650048230311538.75, 256.7188, 122.6630, -99.0000
1650048230357889.50, 266.0146, 128.4606, 105.2312
